date,rainfall_mm,TMax,TMin,Evap,VP,Rad
1889-01-01,59.2,26.948387096774194,14.738709677419354,167.9,17.016129032258064,22.338709677419356
1889-02-01,86.10000000000001,25.974999999999998,14.210714285714285,135.3,17.4,19.932142857142857
1889-03-01,1.0,25.516129032258064,13.05483870967742,112.8,15.506451612903225,16.406451612903226
1889-04-01,57.50000000000001,21.32,11.476666666666667,75.1,14.396666666666667,12.270000000000001
1889-05-01,117.5,18.251612903225805,9.035483870967743,52.9,11.741935483870968,8.658064516129032
1889-06-01,149.4,15.110000000000001,6.95,43.7,10.01,7.11
1889-07-01,30.7,15.109677419354838,4.638709677419355,50.8,9.100000000000001,8.067741935483872
1889-08-01,20.0,16.161290322580644,5.945161290322581,65.0,9.641935483870967,10.948387096774193
1889-09-01,46.0,17.94,6.933333333333334,87.6,10.896666666666667,14.74
1889-10-01,56.6,20.990322580645163,9.858064516129033,114.2,13.403225806451612,18.23225806451613
1889-11-01,58.7,22.793333333333333,11.806666666666667,133.5,15.110000000000001,20.96333333333333
1889-12-01,25.6,25.429032258064513,13.370967741935484,160.0,16.34516129032258,22.651612903225807
1890-01-01,40.4,27.780645161290323,15.325806451612904,167.9,18.06451612903226,22.593548387096774
1890-02-01,56.599999999999994,26.282142857142855,15.092857142857143,135.3,18.707142857142856,20.139285714285712
1890-03-01,42.5,24.4,13.44516129032258,112.8,17.164516129032258,16.4
1890-04-01,25.1,21.653333333333332,9.823333333333332,75.1,13.816666666666666,12.58
1890-05-01,116.1,18.551612903225806,8.112903225806452,52.9,11.570967741935483,8.69032258064516
1890-06-01,183.7,15.816666666666666,7.423333333333333,43.7,10.68,7.1466666666666665
1890-07-01,114.6,14.406451612903227,4.409677419354838,50.8,9.067741935483872,8.14516129032258
1890-08-01,79.3,15.751612903225807,5.158064516129032,65.0,9.535483870967743,10.845161290322581
1890-09-01,46.7,18.68,7.193333333333333,87.6,11.206666666666667,14.543333333333333
1890-10-01,116.80000000000001,20.30322580645161,8.46774193548387,114.2,12.251612903225807,18.4
1890-11-01,63.2,21.736666666666668,10.413333333333332,133.5,14.013333333333332,21.30666666666667
1890-12-01,79.7,23.63225806451613,11.64516129032258,160.0,15.451612903225806,22.741935483870968
1891-01-01,85.2,25.51290322580645,13.077419354838709,167.9,17.55483870967742,22.81935483870968
1891-02-01,35.1,25.410714285714285,12.385714285714286,135.3,16.867857142857144,20.439285714285713
1891-03-01,15.5,25.151612903225807,12.587096774193547,112.8,16.370967741935484,16.638709677419353
1891-04-01,55.6,20.726666666666667,9.813333333333333,75.1,13.933333333333334,12.443333333333333
1891-05-01,79.0,18.651612903225807,7.058064516129033,52.9,11.2,8.932258064516128
1891-06-01,228.3,15.370000000000001,6.83,43.7,10.446666666666665,7.196666666666667
1891-07-01,125.3,14.97741935483871,5.206451612903226,50.8,9.332258064516129,8.25483870967742
1891-08-01,95.7,16.37741935483871,5.593548387096774,65.0,9.80967741935484,11.100000000000001
1891-09-01,73.4,18.67,7.126666666666667,87.6,11.020000000000001,14.996666666666666
1891-10-01,54.2,20.312903225806455,8.86774193548387,114.2,12.558064516129033,18.429032258064513
1891-11-01,87.6,22.459999999999997,10.870000000000001,133.5,14.706666666666667,21.396666666666665
1891-12-01,48.199999999999996,24.40967741935484,12.503225806451614,160.0,15.164516129032258,22.919354838709676
1892-01-01,157.2,25.9741935483871,13.016129032258064,167.9,16.606451612903225,22.648387096774194
1892-02-01,6.8,26.982758620689655,14.058620689655172,139.8,17.782758620689656,20.482758620689655
1892-03-01,26.3,25.516129032258064,13.374193548387098,112.8,16.65806451612903,16.158064516129034
1892-04-01,161.5,20.626666666666665,9.186666666666667,75.1,12.946666666666665,12.29
1892-05-01,47.3,17.677419354838708,7.161290322580645,52.9,11.32258064516129,8.719354838709679
1892-06-01,11.9,15.096666666666666,5.3933333333333335,43.7,9.616666666666667,7.213333333333334
1892-07-01,39.8,15.064516129032258,4.077419354838709,50.8,8.887096774193548,8.241935483870968
1892-08-01,49.7,16.15806451612903,5.183870967741935,65.0,9.619354838709677,11.041935483870969
1892-09-01,103.2,17.833333333333332,6.953333333333333,87.6,11.17,14.85
1892-10-01,119.7,19.9,8.709677419354838,114.2,12.993548387096775,18.506451612903227
1892-11-01,103.19999999999999,22.80666666666667,11.086666666666668,133.5,15.28,21.683333333333334
1892-12-01,33.3,23.519354838709678,11.535483870967743,160.0,15.080645161290322,22.906451612903226
1893-01-01,75.9,25.88064516129032,13.058064516129033,167.9,16.216129032258063,22.52258064516129
1893-02-01,0.0,26.775000000000002,13.657142857142857,135.3,17.15357142857143,20.285714285714285
1893-03-01,111.0,24.838709677419356,12.53225806451613,112.8,15.922580645161291,16.438709677419357
1893-04-01,114.2,20.333333333333332,9.573333333333332,75.1,13.59,12.520000000000001
1893-05-01,94.0,18.048387096774192,8.190322580645162,52.9,11.361290322580645,8.729032258064517
1893-06-01,31.2,14.68,6.14,43.7,9.8,7.2266666666666675
1893-07-01,139.9,14.774193548387096,4.616129032258065,50.8,9.087096774193547,8.219354838709679
1893-08-01,20.5,16.506451612903227,5.158064516129032,65.0,9.567741935483872,11.096774193548388
1893-09-01,73.19999999999999,18.283333333333335,7.08,87.6,10.76,14.886666666666667
1893-10-01,47.8,21.225806451612904,9.525806451612903,114.2,12.803225806451612,18.72258064516129
1893-11-01,91.8,22.116666666666667,11.016666666666667,133.5,14.783333333333333,21.42
1893-12-01,372.8,24.916129032258063,12.612903225806452,160.0,15.325806451612904,23.051612903225806
1894-01-01,76.0,26.35483870967742,14.73225806451613,167.9,17.261290322580646,22.532258064516128
1894-02-01,28.4,25.675,13.671428571428573,135.3,16.87857142857143,20.478571428571428
1894-03-01,39.9,23.79032258064516,13.293548387096775,112.8,16.845161290322583,16.480645161290322
1894-04-01,74.2,21.173333333333336,10.69,75.1,14.186666666666667,12.54
1894-05-01,9.7,17.37741935483871,6.938709677419355,52.9,10.712903225806452,9.035483870967743
1894-06-01,114.6,15.603333333333333,6.54,43.7,9.976666666666667,7.426666666666667
1894-07-01,48.4,14.077419354838709,4.558064516129033,50.8,8.648387096774194,8.141935483870968
1894-08-01,22.9,15.764516129032257,5.680645161290323,65.0,9.370967741935484,10.951612903225806
1894-09-01,71.0,17.666666666666668,6.79,87.6,10.636666666666667,14.856666666666666
1894-10-01,64.8,20.95483870967742,10.061290322580644,114.2,13.396774193548387,18.43548387096774
